Name,Symbol,CNMMN/CNMNC approved formula (unless marked in blue),IMA Status,Kretz (1998),Siivolam & Schmid (2007),Whitney & Evans (2010),Can. Min. (2019),Warr (2020),Symbol rule (1-4),Notes,new/adopted symbol,,blue formula taken from publlished literature,,
Aramayoite,Ary,"Ag3Sb2(Bi,Sb)S6",G,,,,Ara,,2,, adopted symbol,,,,
Arangasite,Ans,Al2(SO4)(PO4)F·9H2O,A,,,,,,2,,new symbol,,,,
Arapovite,Apv,"(K1-x܆x)(Ca,Na)2U4+Si8O20   [x ≈ 0.5]",A,,,,,,3,,new symbol,,,,
Aravaipaite,Avp,Pb3AlF9·H2O,A,,,,,,3,,new symbol,,,,
Aravaite,Arv,Ba2Ca18(SiO4)6[(PO4)3(CO3]F3O,A,,,,,,2,,new symbol,,,,
Arcanite,Acn,K2(SO4),G,,,,,,3,,new symbol,,,,
Archerite,Aht,H2K(PO4),A,,,,,,2,,new symbol,,,,
Arctite,Arc,Ba(Ca7Na5)(PO4)4(PO4)2F3  ,A,,,,,,1,,new symbol,,,,
Arcubisite,Acb,Ag6CuBiS4,A,,,,,,3,,new symbol,,,,
Ardaite,Ada,Pb17Sb15S35Cl9,A,,,,,,2,,new symbol,,,,
Ardealite,Adl,Ca2(PO3OH)(SO4)·4H2O,G,,,,,,3,,new symbol,,,,
Ardennite-(As),Ard-As,Mn2+4Al4(AlMg)(AsO4)(SiO4)2(Si3O10)(OH)6,Rn,,,,,,1,,new symbol,,,,
Ardennite-(V),Ard-V,Mn2+4Al4(AlMg)(VO4)(SiO4)2(Si3O10)(OH)6,A,,,,,,1,,new symbol,,,,
Arfvedsonite,Arf,NaNa2(Fe2+4Fe3+)Si8O22(OH)2,Rd,Arf,Arf,Arf,Arf,,1,, adopted symbol,,,,
Argandite,Agd,Mn7(VO4)2(OH)8,A,,,,,,3,,new symbol,,,,
Argentobaumhauerite,Abha,Ag1.5Pb22As33.5S72,Rn,,,,,,4,Bha = baumhauerite,new symbol,,,,
Argentodufrénoysite,Aduf,Ag3Pb26As35S80,A,,,,Ard,,2,Duf = dufrénoysite,new symbol,,,,
Argentojarosite,Agjrs,AgFe3+3(SO4)2(OH)6,Rd,,,,,,4,Jar = jarosite,new symbol,,,,
Argentoliveingite,Aliv,Ag3+xPb36-2xAs51+xS112  (0 < x < 0.5),A,,,,,,4,Liv = liveingite,new symbol,,,,
Argentopearceite,Apea,Ag16As2S11,A,,,,,,4,Pea = pearceite,new symbol,,,,
Argentopentlandite,Apn,"Ag(Fe,Ni)8S8",A,,,,Apn,,4,Pn = pentlandite,new symbol,,,,
Argentopyrite,Agpy,AgFe2S3,G, , , ,Arp,,4,Py = pyrite,new symbol,,,,
Argentotennantite-(Zn),Atnt-Zn,Ag6(Cu4Zn2)As4S13,Rd,,,,,,4,Tnt = tennantite,new symbol,,,,
Argentotetrahedrite-(Fe),Attr-Fe,Ag6(Cu4Fe2)Sb4S13,Rd,,,,,,4,Ttr = tetrahedrite,new symbol,,,,
Argentotetrahedrite-(Hg),Attr-Hg,Ag6(Cu4Hg2)Sb4S13,A,,,,,,4,Ttr = tetrahedrite,new symbol,,,,
Argentotetrahedrite-(Zn),Attr-Zn,Ag6(Cu4Zn2)Sb4S13,A,,,,,,4,Ttr = tetrahedrite,new symbol,,,,
Argesite,Age,(NH4)7Bi3Cl16,A,,,,,,2,,new symbol,,,,
Argutite,Agt,GeO2,A,,,,Agt,,3,, adopted symbol,,,,
Argyrodite,Agy,Ag8GeS6,G,,,,Agy,,2,, adopted symbol,,,,
Arhbarite,Arh,Cu2Mg(AsO4)(OH)3,Rd,,,,,,1,,new symbol,,,,
Ariegilatite ,Agi,BaCa12(SiO4)4(PO4)2OF2,A,,,,,,2,,new symbol,,,,
Arisite-(Ce),Ari-Ce,NaCe2(CO3)2[F2x(CO3)1-x]F,A,,,,,,1,,new symbol,,,,
Arisite-(La),Ari-La,NaLa2(CO3)2[F2x(CO3)1-x]F,A,,,,,,1,,new symbol,,,,
Aristarainite,Ais,Na2Mg[B6O8(OH)4]2·4H2O,A,,,,,,2,,new symbol,,,,
Armalcolite,Arm,"(Mg,Fe2+)Ti2O5",Rd,,,Arm,,,1,, adopted symbol,,,,
Armangite,Amg,Mn2+26[As3+6(OH)4O14][As3+6O18]2(CO3),G,,,,Arm,,3,,new symbol,,,,
Armbrusterite,Abr,Na6K5Mn3+Mn2+14(Si9O22)4(OH)10·4H2O,A,,,,,Abr,2,, adopted symbol,,,,
Armellinoite-(Ce),Aml-Ce,Ca4Ce4+(AsO4)4·H2O,A,,,,,,3,,new symbol,,,,
Armenite,Amn,BaCa2(Al6Si9)O30·2H2O,G,,,,,,3,,new symbol,,,,
Armstrongite,Asg,CaZr(Si6O15)·2H2O,A,,,,,,3,,new symbol,,,,
Arrheniusite-(Ce) ,Arr-Ce,CaMg[(Ce7Y3)Ca5](SiO4)4(Si2B3AsO18)(BO3)F11,A,,,,,,1,,new symbol,,,,
Arrojadite-(BaFe),Ajd-BaFe,BaFe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,Rn,,,,,,3,,new symbol,,,,
Arrojadite-(BaNa),Ajd-BaNa,BaNa3(NaCa)Fe2+13Al(PO4)11(PO3OH)(OH)2,A,,,,,,3,,new symbol,,,,
Arrojadite-(KFe),Ajd-KFe,(KNa)Fe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,Rn,,,,,,3,,new symbol,,,,
Arrojadite-(KNa),Ajd-KNa,KNa3(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,A,,,,,,3,,new symbol,,,,
Arrojadite-(PbFe),Ajd-PbFe,PbFe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,A,,,,,,3,,new symbol,,,,
Arrojadite-(SrFe),Ajd-SrFe,SrFe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,A,,,,,,3,,new symbol,,,,
Arsenatrotitanite,Anttn,NaTiO(AsO4),A,,,,,,4,Ttn = titanite,new symbol,,,,
Arsenbrackebuschite,Abbs,"Pb2(Fe3+,Zn)(AsO4)2(OH,H2O)",A,,,,,,4,Bbs = brackebuschite,new symbol,,,,
Arsendescloizite,Adcz,PbZn(AsO4)(OH),A,,,,,,4,Dcz = descloizite,new symbol,,,,
Arsenic,As,As,G,,,,,,3,, adopted symbol,,,,
Arseniopleite,Apl,"(Ca,Na)NaMn2+(Mn2+,Mg,Fe2+)2(AsO4)3",A,,,,,,2,,new symbol,,,,
Arseniosiderite,Assd,Ca2Fe3+3O2(AsO4)3·3H2O,G,,,,Ass,,4,Sd = siderite,new symbol,,,,
Arsenmarcobaldiite ,Amcb,Pb12(As3.2Sb2.8)Σ6S21,A,,,,,,4,Mcb= marcobaldiite ,new symbol,,,,
Arsenmedaite ,Amed,Mn2+6As5+Si5O18(OH),A,,,,,,4,Med = medaite ,new symbol,,,,
Arsenoclasite,Asc,Mn2+5(AsO4)2(OH)4,G,,,,,,3,,new symbol,,,,
Arsenocrandallite,Acdl,CaAl3(AsO4)(AsO3OH)(OH)6,A,,,,Acr,,4,Cdl = crandallite,new symbol,,,,
Arsenoflorencite-(Ce),Aflo-Ce,CeAl3(AsO4)2(OH)6,A,,,,Asf,,4,Flo = florencite,new symbol,,,,
Arsenoflorencite-(La),Aflo-La,LaAl3(AsO4)2(OH)6,A,,,,Asf,,4,Flo = florencite,new symbol,,,,
Arsenogorceixite,Agcx,BaAl3(AsO4)(AsO3OH)(OH)6,A,,,,,,4,Gcx = gorceixite,new symbol,,,,
Arsenogoyazite,Agoy,SrAl3(AsO4)(AsO3OH)(OH)6,A,,,,,,4,Goy = goyazite,new symbol,,,,
Arsenohauchecornite,Ahau,Ni18Bi3AsS16,A,,,,,,4,Hau = hauchecornite,new symbol,,,,
Arsenohopeite,Ahop,Zn3(AsO4)2·4H2O,A,,,,,,4,Hop = hopeite,new symbol,,,,
Arsenolamprite,Asl,As,G,,,,,,3,,new symbol,,,,
Arsenolite,Aso,As2O3,G,,,,,,2,,new symbol,,,,
Arsenopalladinite,Apdn,Pd8As3,Rd,,,,Apd,,4,Pdn = palladinite,new symbol,,,,
Arsenopyrite,Apy,FeAsS,A,Apy,Apy,Apy,Apy,,4,Py = pyrite, adopted symbol,,,,
Arsenotučekite,Atuč,Ni18Sb3AsS16,A,,,,,,4,Tuč = tučekite,new symbol,,,,
Arsenovanmeersscheite,Avms,U(UO2)3(AsO4)2(OH)6·4H2O,A,,,,,,4,Vms = vanmeersscheite,new symbol,,,,
Arsenowagnerite,Awag,Mg2(AsO4)F,A,,,,,,4,Wag = wagnerite,new symbol,,,,
Arsenquatrandorite,Aado,Ag17.6Pb12.8Sb38.1As11.5S96,A,,,,,,4,Ado = andorite,new symbol,,,,
Arsentsumebite,Atsu,Pb2Cu(AsO4)(SO4)(OH),G,,,,,,4,Tsu = tsumebite,new symbol,,,,
Arsenudinaite ,Audn,NaMg4(AsO4)3,A,,,,,,4,Udn = udinaite ,new symbol,,,,
Arsenuranospathite,Aush,Al(UO2)2(AsO4)2F·20H2O,A,,,,,,4,Ush = uranospathite,new symbol,,,,
Arsenuranylite,Auy,Ca(UO2)4(AsO4)2(OH)4·6H2O,G,,,,,,2,,new symbol,,,,
Arsiccioite,Asi,AgHg2TlAs2S6,A,,,,,,2,,new symbol,,,,
Arsmirandite,Asm,Na18Cu12Fe3+O8(AsO4)8Cl5,A,,,,,,2,,new symbol,,,,
Arthurite,Atu,CuFe3+2(AsO4)2(OH)2·4H2O,A,,,,,,2,,new symbol,,,,
Artinite,Art,Mg2(CO3)(OH)2·3H2O,G,,,,,,1,,new symbol,,,,
Artroeite,Ate,PbAlF3(OH)2,A,,,,,,2,,new symbol,,,,
Artsmithite,Ash,Hg1+4Al(PO4)1.74(OH)1.78,A,,,,,,3,,new symbol,,,,
Arupite,Arp,Ni3(PO4)2·8H2O,A,,,,,,2,,new symbol,,,,
Arzrunite,Arz,Pb2Cu4(SO4)(OH)4Cl6·2H2O,Q,,,,,,1,,new symbol,,,,
Asbecasite,Abc,Ca3TiAs6Be2Si2O20,A,,,,,,3,,new symbol,,,,
Asbolane,Asb,"Mn4+(O,OH)2·(Co,Ni,Mg,Ca)x(OH)2x·nH2O",G,,,,,,1,,new symbol,,,,
Aschamalmite,Ahm,Pb6-3xBi2+xS9,A,,,,,,2,,new symbol,,,,
Ashburtonite,Ahb,HCu4Pb4Si4O12(HCO3)4(OH)4Cl,A,,,,,,2,,new symbol,,,,
Ashcroftine-(Y),Acf-Y,K5Na5Y12Si28O70(OH)2(CO3)8·8H2O,Rn,,,,,,3,,new symbol,,,,
Ashoverite,Aov,Zn(OH)2,A,,,,,,2,,new symbol,,,,
Asimowite ,Amw,Fe2SiO4,A,,,,,,3,,new symbol,,,,
Asisite,Ass,Pb7SiO8Cl2,A,,,,,,2,,new symbol,,,,
Åskagenite-(Nd),Åsk-Nd,Mn2+Nd(Al2Fe3+)[Si2O7][SiO4]O2,A,,,,,,1,,new symbol,,,,
Aspedamite,Apd,"?12(Fe3+,Fe2+)3Nb4[Th(Nb,Fe3+)12O42] [(H2O),(OH)]12",A,,,,,,3,,new symbol,,,,
Aspidolite,Asp,NaMg3(Si3Al)O10(OH)2,Rd,,,,Asp,Asp,1,, adopted symbol,,,,
Asselbornite,Asbn,Pb(UO2)4(BiO)3(AsO4)2(OH)7·4H2O,A,,,,,,4,Bn = bornite,new symbol,,,,
Astrocyanite-(Ce),Acy-Ce,Cu2Ce2(UO2)(CO3)5(OH)2·1.5H2O,A,,,,,,2,,new symbol,,,,
Astrophyllite,Ast,K2NaFe2+7Ti2(Si4O12)2O2(OH)4F,G,,,,Ast,Ast,1,, adopted symbol,,,,
Atacamite,Ata,Cu2Cl(OH)3,G,,,,,,1,,new symbol,,,,
Atelestite,Ale,Bi2O(AsO4)(OH),G,,,,,,2,,new symbol,,,,
Atelisite-(Y),Ael-Y,Y4Si3O8(OH)8,A,,,, ,,2,,new symbol,,,,
Atencioite,Aco,Ca2Fe2+3Mg2Be4(PO4)6(OH)4·6H2O,A,,,,,,2,,new symbol,,,,
Athabascaite,Atb,Cu5Se4,A,,,,,,2,,new symbol,,,,
Atheneite,Ah,Pd2(As0.75Hg0.25),A,,,,,,1,,new symbol,,,,
Atlasovite,Atv,Cu2+6Fe3+Bi3+O4(SO4)5·KCl,A,,,,,,2,,new symbol,,,,
Atokite,Ato,Pd3Sn,A,,,,At,,1,,new symbol,,,,
Attakolite,Ako,CaMn2+Al4(HSiO4)(PO4)3(OH)4,Rd,,,,,,2,,new symbol,,,,
Attikaite,Atk,Ca3Cu2Al2(AsO4)4(OH)4·2H2O,A,,,,,,3,,new symbol,,,,
Aubertite,Aub,Cu2+Al(SO4)2Cl·14H2O,A,,,,,,1,,new symbol,,,,
Auerbakhite,Aue,MnTl2As2S5,A,,,,,,1,,new symbol,,,,
Augelite,Aul,Al2(PO4)(OH)3,G,,,,Aul,,2,, adopted symbol,,,,
Augite,Aug,"(Ca,Mg,Fe)2Si2O6",A,Aug,Aug,Aug,Aug,,1,, adopted symbol,,,,
Auriacusite,Aur,Fe3+Cu2+(AsO4)O,A,,,,,,1,,new symbol,,,,
Aurichalcite,Ach,"(Zn,Cu)5(CO3)2(OH)6",G,,,,,,2,,new symbol,,,,
Auricupride,Auc,Cu3Au,G,,,,Aur,,2,,new symbol,,,,
Aurihydrargyrumite,Ahg,Au6Hg5,A,,,,,,2,,new symbol,,,,
Aurivilliusite,Avl,Hg1+Hg2+OI,A,,,,,,3,,new symbol,,,,
Aurorite,Aro,Mn2+Mn4+3O7·3H2O,A,,,,,,2,,new symbol,,,,
Aurostibite,Ausb,AuSb2,G,,,,Aus,,2,,new symbol,,,,
Austinite,Aus,CaZn(AsO4)(OH),G,,,,,,1,,new symbol,,,,
Autunite,Aut,Ca(UO2)2(PO4)2·10-12H2O,G,,,,Aut,,1,, adopted symbol,,,,
Avdeevite,Avd,"(Na,Cs)(Be2Li)Al2(Si6O18)",A,,,,,,1,,new symbol,,,,
Avdoninite,Avn,K2Cu5Cl8(OH)4·2H2O,A,,,,,,2,,new symbol,,,,
Averievite,Avv,Cu5O2(VO4)2·CuCl2,A,,,,,,2,,new symbol,,,,
Avicennite,Avc,Tl2O3,G,,,,,,2,,new symbol,,,,
Avogadrite,Avg,KBF4,G,,,,,,2,,new symbol,,,,
Awaruite,Awr,Ni3Fe,G,,,Awr,Aw,,2,, adopted symbol,,,,
Axelite,Axe,Na14Cu7(AsO4)8F2Cl2,A,,,,,,1,,new symbol,,,,
Axinite-(Fe),Ax-Fe,Ca4Fe2+2Al4[B2Si8O30](OH)2,Rn,Ax,Ax,Ax, ,,1,, adopted symbol,,,,
Axinite-(Mg),Ax-Mg,Ca4Mg2Al4[B2Si8O30](OH)2,Rn,Ax,Ax,Ax,,,1,, adopted symbol,,,,
Axinite-(Mn),Ax-Mn,Ca4Mn2+2Al4[B2Si8O30](OH)2,Rn,Ax,Ax,Ax,Axn,,1,, adopted symbol,,,,
Azoproite,Azo,"Mg2[(Ti,Mg),Fe3+]O2(BO3)",A,,,,,,1,,new symbol,,,,
Azurite,Azu,Cu3(CO3)2(OH)2,G,,,Azu,,,1,, adopted symbol,,,,
Babánekite,Bbá,Cu3(AsO4)2∙8H2O,A,,,,,,2,,new symbol,,,,
Babefphite,Bbf,BaBe(PO4)F,A,,,,,,3,,new symbol,,,,
Babingtonite,Bab,Ca2Fe2+Fe3+Si5O14(OH),G,,,Bab,,,1,, adopted symbol,,,,
Babkinite,Bbk,"Pb2Bi2(S,Se)3",A,,,,,,2,,new symbol,,,,
Backite,Bac,Pb2AlTeO6Cl,A,,,,,,1,,new symbol,,,,
Badakhshanite-(Y),Bad-Y,Y2Mn4Al(Si2B7BeO24),A,,,,,,1,,new symbol,,,,
Badalovite ,Bdl,Na2Mg2Fe3+(AsO4)3,A,,,,,,3,,new symbol,,,,
Baddeleyite,Bdy,ZrO2,G,,,Bdy,Bdl,,3,, adopted symbol,,,,
Badengzhuite,Bdz,TiP,A,,,,,,3,,new symbol,,,,
Bafertisite,Bft,Ba2Fe2+4Ti2(Si2O7)2O2(OH)2F2,Rd,,,,,,3,,new symbol,,,,
Baghdadite,Bgd,Ca6Zr2(Si2O7)2O4,A,,,,,,3,,new symbol,,,,
Bahariyaite,Bah,KMnO4,A,,,,,,1,,new symbol,,,,
Bahianite,Bhi,Al5Sb5+3O14(OH)2,A,,,,,,2,,new symbol,,,,
Baileychlore,Blc,"(Zn,Fe2+,Al,Mg)6(Si,Al)4O10(OH)8",A,,,,,Blc,3,, adopted symbol,,,,
Bainbridgeite-(YCe),Bbg,Na2Ba2YCe(CO3)6·3H2O,,,,,,,3,,new symbol,,,,
Bairdite,Bai,Pb2Cu2+4Te6+2O10(OH)2(SO4)·H2O,A,,,,,,1,,new symbol,,,,
Bakhchisaraitsevite,Bkc,Na2Mg5(PO4)4·7H2O,A,,,,,,3,,new symbol,,,,
Baksanite,Bks,Bi6Te2S3,A,,,,,,2,,new symbol,,,,
Balangeroite,Bal,Mg21Si8O27(OH)20,A,,,,,,1,,new symbol,,,,
Balestraite,Bls,KLi2V5+Si4O12,A,,,,,Bls,3,, adopted symbol,,,,
Balićžunićite,Bžć,Bi2O(SO4)2,A,,,,,,3,,new symbol,,,,
Balipholite,Blp,LiBaMg2Al3(Si2O6)2(OH)8,A ?,,,,,,2,,new symbol,,,,
Balkanite,Bkn,Ag5Cu9HgS8,A,,,,,,3,,new symbol,,,,
Balliranoite,Blr,"(Na,K)6Ca2(Si6Al6O24)Cl2(CO3)",A,,,,,,3,,new symbol,,,,
Balyakinite,Byk,Cu2+(Te4+O3),A,,,,,,3,,new symbol,,,,
Bambollaite,Bmb,"Cu(Se,Te)2",A,,,,,,2,,new symbol,,,,
Bamfordite,Bfd,Fe3+Mo2O6(OH)3·H2O,A,,,,,,3,,new symbol,,,,
Banalsite,Bns,Na2BaAl4Si4O16,G,,,,Bns,,3,, adopted symbol,,,,
Bandylite,Bny,CuB(OH)4Cl,G,,,,,,2,,new symbol,,,,
Bannermanite,Bnm,"(Na,K)xV4+xV5+6-xO15 (0.5 < x < 0.9)",A,,,,,,3,,new symbol,,,,
Bannisterite,Ban,"(Ca,K,Na)(Mn2+,Fe2+)10(Si,Al)16O38(OH)8·nH2O",A,,,,,Ban,1,, adopted symbol,,,,
Baotite,Bao,"Ba4(Ti,Nb,W)8O16(SiO3)4Cl",A,,,,,,1,,new symbol,,,,
Barahonaite-(Al),Bho-Al,"(Ca,Cu,Na,Fe3+,Al)12Al2(AsO4)8(OH,Cl)x·nH2O",A,,,,,,1,,new symbol,,,,
Barahonaite-(Fe),Bho-Fe,"(Ca,Cu,Na,Fe3+,Al)12Fe3+2(AsO4)8(OH,Cl)x·nH2O",A,,,,,,1,,new symbol,,,,
Bararite,Brr,(NH4)2SiF6,G,,,,,,3,,new symbol,,,,
Baratovite,Btv,KLi3Ca7Ti2(SiO3)12F2,A,,,,,,3,,new symbol,,,,
Barberiite,Bbi,(NH4)BF4,A,,,,,,3,,new symbol,,,,
Barbosalite,Bsa,Fe2+Fe3+2(PO4)2(OH)2,G,,,,Bbs,,2,,new symbol,,,,
Barentsite,Brts,Na7Al(HCO3)2(CO3)2F4,A,,,,,,2,,new symbol,,,,
Bariandite,Brd,"Al0.6(V5+,V4+)8O20·9H2O",A,,,,,,3,,new symbol,,,,
Barićite,Bć,"(Mg,Fe)3(PO4)2·8H2O",A,,,,,,3,,new symbol,,,,
Barikaite,Bka,Ag3Pb10(Sb8As11)Σ19S40,A,,,,,,2,,new symbol,,,,
Barioferrite,Baf,Ba[Fe3+12]O19,A,,,,,,2,,new symbol,,,,
Bario-olgite,Bolg,"Na(Na,Sr,Ce)2Ba(PO4)2",A,,,,,,4,Olg = olgite,new symbol,,,,
Bario-orthojoaquinite,Bojq,Ba4Fe2+2Ti2O2(SiO3)8·H2O,A,,,,,,4,Ojq = orthojoaquinite,new symbol,,,,
Barioperovskite,Bprv,BaTiO3,A,,,,,,4,Prv = perovskite,new symbol,,,,
Bariopharmacoalumite,Bpal,Ba0.5Al4[(AsO4)3(OH)4]·4H2O,A,,,,,,4,Pal = pharmacoalumite,new symbol,,,,
Bariopharmacosiderite,Bpsd,Ba0.5Fe3+4(AsO4)3(OH)4·5H2O,Rd,,,,,,4,Sd = siderite,new symbol,,,,
Bariosincosite,Bscs,Ba(VO)2(PO4)2·4H2O,A,,,,,,4,Scs = sincosite,new symbol,,,,
Barlowite,Blw,Cu4BrF(OH)6,A,,,,,,3,,new symbol,,,,
Barnesite,Bar,Na2V5+6O16·3H2O,A,,,,,,1,,new symbol,,,,
Barquillite,Bql,"Cu2(Cd,Fe)GeS4",A,,,,,,3,,new symbol,,,,
Barrerite,Bre,Na2(Si7Al2)O18·6H2O,A,,,,Brr,,2,,new symbol,,,,
Barringerite,Bgr,"(Fe,Ni)2P",A,,,,,,3,,new symbol,,,,
Barroisite,Brs,܆(NaCa)(Mg3Al2)(Si7Al)O22(OH)2,Rd,,Brs,Brs,Brs,,3,, adopted symbol,,,,
Barrotite,Bro,Cu9Al(HSiO4)2[(SO4)(HAsO4)0.5](OH)12·8H2O,A,,,,,,2,,new symbol,,,,
Barrydawsonite-(Y),Bdw-Y,Na1.5Y0.5CaSi3O9H,A,,,,,,2,,new symbol,,,,
Barstowite,Bsw,Pb4(CO3)Cl6·H2O,A,,,,,,3,,new symbol,,,,
Bartelkeite,Btk,PbFe2+Ge(Ge2O7)(OH)2·H2O,A,,,,,,3,,new symbol,,,,
Bartonite,Btn,K6Fe20S26S,A,,,,,,3,,new symbol,,,,
Barwoodite ,Bwo,"Mn2+6(Nb5+,܆)2(SiO4)2(O,OH)6",A,,,,,,2,,new symbol,,,,
Barylite,By,BaBe2Si2O7,Rd,,,,Blt,,2,,new symbol,,,,
Barysilite,Bsl,Pb8Mn(Si2O7)3,G,,,,Bsl,,3,, adopted symbol,,,,
Baryte,Brt,Ba(SO4),A,Brt,Brt,Brt,Brt,Brt,3,, adopted symbol,,,,
Barytocalcite,Bcal,BaCa(CO3)2,G,,,,Bcl,,4,Cal = calcite,new symbol,,,,
Barytolamprophyllite,Blmp,(BaK)Ti2Na3Ti(Si2O7)2O2(OH)2,Rd,,,,,,4,Lmp = lamprophyllite,new symbol,,,,
Bassanite,Bss,Ca(SO4)·0.5H2O,G,,,,Bss,,2,, adopted symbol,,,,
Bassetite,Bas,Fe2+(UO2)2(PO4)2(H2O)10,G,,,,,,1,,new symbol,,,,
Bassoite,Bso,SrV4+3O7·4H2O,A,,,,,,2,,new symbol,,,,
Bastnäsite-(Ce),Bsn-Ce,Ce(CO3)F,Rn,,,,Bsn,,2,, adopted symbol,,,,
Bastnäsite-(La),Bsn-La,La(CO3)F,Rn,,,,Bsn,,2,, adopted symbol,,,,
Bastnäsite-(Nd),Bsn-Nd,Nd(CO3)F,A,,,,Bsn,,2,, adopted symbol,,,,
Bastnäsite-(Y),Bsn-Y,Y(CO3)F,A,,,,Bsn,,2,, adopted symbol,,,,
Batagayite,Btg,"CaZn2(Zn,Cu)6(PO4)4[PO3(OH)]3·12H2O",A,,,,,,3,,new symbol,,,,
Batievaite-(Y),Bvt-Y,Ca2Y2[(H2O)2܆]Ti(Si2O7)2(OH)2(H2O)2,Rd,,,,,,2,,new symbol,,,,
Batiferrite,Bfe,Ba[Ti2Fe3+8Fe2+2]O19,A,,,,,,2,,new symbol,,,,
Batisite,Bat,Na2BaTi2O2(Si2O6)2,A,,,,,,1,,new symbol,,,,
Batisivite,Bsv,"BaTi6(V,Cr)8(Si2O7)O22",A,,,,,,3,,new symbol,,,,
Baumhauerite,Bha,Pb12As16S36,G,,,,,,3,,new symbol,,,,
Baumhauerite II,Bha II,Pb3As4S9,Q,,,,,,2,,new symbol,,,,
Baumoite ,Bam,Ba0.5[(UO2)3O8Mo2(OH)3](H2O)3,A,,,,,,2,,new symbol,,,,
Baumstarkite,Bum,Ag3Sb3S6,A,,,,Bau,,2,,new symbol,,,,
Bauranoite,Bau,BaU2O7·4-5H2O,A,,,,,,1,,new symbol,,,,
Bavenite,Bvn,Ca4Be2+xAl2-xSi9O26-x(OH)2+x (x = 0 to 1),Rd,,,,,,3,,new symbol,,,,
Bavsiite,Bav,Ba2V2O2[Si4O12],A,,,,,,1,,new symbol,,,,
Bayerite,Byr,Al(OH)3,G,,,,,Byr,3,, adopted symbol,,,,
Bayldonite,Bay,Cu3PbO(AsO3OH)2(OH)2,G,,,,,,1,,new symbol,,,,
Bayleyite,Byy,Mg2(UO2)(CO3)3·18H2O,G,,,,,,2,,new symbol,,,,
Baylissite,Byl,K2Mg(CO3)2·4H2O,A,,,,,,2,,new symbol,,,,
Bazhenovite,Baz,Ca8S5(S2O3)(OH)12·20H2O,A,,,,,,1,,new symbol,,,,
Bazirite,Bzr,BaZrSi3O9,A,,,,,,3,,new symbol,,,,
Bazzite,Bz,"Be3(Sc,Fe3+,Mg)2Si6O18·Na0.32·nH2O",G,,,,,,3,,new symbol,,,,
Bearsite,Bea,Be2(AsO4)(OH)·4H2O,A,,,,,,1,,new symbol,,,,
Bearthite,Bth,Ca2Al(PO4)2(OH),A,,,,,,2,,new symbol,,,,
Beaverite-(Cu),Bvr-Cu,Pb(Fe3+2Cu)(SO4)2(OH)6,Rd,,,,,,3,,new symbol,,,,
Beaverite-(Zn),Bvr-Zn,Pb(Fe3+2Zn)(SO4)2(OH)6,A,,,,,,3,,new symbol,,,,
Bechererite,Bec,Zn7Cu(OH)13[SiO(OH)3(SO4)],A,,,,,,1,,new symbol,,,,
Beckettite,Bek,Ca2V6Al6O20,A,,,,,,2,,new symbol,,,,
Becquerelite,Bqr,Ca(UO2)6O4(OH)6·8H2O,G,,,,,,3,,new symbol,,,,
Bederite,Bdr,Ca2Mn2+4Fe3+2(PO4)6·2H2O,A,,,,,,3,,new symbol,,,,
Béhierite,Béh,Ta(BO4),Rn,,,,,,1,,new symbol,,,,
Behoite,Beh,Be(OH)2,A,,,,,,2,,new symbol,,,,
Běhounekite,Bhn,U(SO4)2(H2O)4,A,,,,,,3,,new symbol,,,,
Beidellite,Bei,"(Na,Ca)0.3Al2(Si,Al)4O10(OH)2·nH2O",G,,,Bei,,Bei,1,, adopted symbol,,,,
Belakovskiite,Bkk,Na7(UO2)(SO4)4(SO3OH)(H2O)3,A,,,,,,3,,new symbol,,,,
Belendorffite,Bdf,Cu7Hg6,A,,,,,,3,,new symbol,,,,
Belkovite,Bkv,Ba3Nb6(Si2O7)2O12,A,,,,,,3,,new symbol,,,,
Bellbergite,Blb,"(K,Ba,Sr)2Sr2Ca2(Ca,Na)4(Si,Al)36O72·30H2O",A,,,,,,3,,new symbol,,,,
Bellidoite,Bld,Cu2Se,A,,,,Bel,,3,,new symbol,,,,
Bellingerite,Blg,Cu3(IO3)6·2H2O,G,,,,,,3,,new symbol,,,,
Belloite,Bll,Cu(OH)Cl,A,,,,,,2,,new symbol,,,,
Belogubite,Bgb,CuZn(SO4)2·10H2O,A,,,,,,3,,new symbol,,,,
Belomarinaite,Bmr,KNa(SO4),A,,,,,,4,Mr = marinaite,new symbol,,,,
Belousovite ,Busv,KZn(SO4)Cl,A,,,,,,4,Usv = usovite,new symbol,,,,
Belovite-(Ce),Blv-Ce,NaCeSr3(PO4)3F,G,,,,,,3,,new symbol,,,,
Belovite-(La),Blv-La,NaLaSr3(PO4)3F,A,,,,,,3,,new symbol,,,,
Belyankinite,Byn,"Ca1-2(Ti,Zr,Nb)5O12·9H2O (?)",Q,,,,,,3,,new symbol,,,,
Bementite,Bem,Mn7Si6O15(OH)8,Rd,,,,,Bem,1,, adopted symbol,,,,
