Name,Symbol,CNMMN/CNMNC approved formula (unless marked in blue),IMA Status,Kretz (1998),Siivolam & Schmid (2007),Whitney & Evans (2010),Can. Min. (2019),Warr (2020),Symbol rule (1-4),Notes,new/adopted symbol,,blue formula taken from publlished literature,,
Phosphophyllite,Pp,Zn2Fe2+(PO4)2·4H2O,G,,,,,,3,,new symbol,,,,
Phosphorrösslerite,Prö,Mg(PO3OH)·7H2O,G,,,,,,4,Rö = Rösslerite,new symbol,,,,
Phosphosiderite,Phsd,Fe3+(PO4)·2H2O,Rn,,,,,,4,Sd = siderite,new symbol,,,,
Phosphovanadylite-Ba,Pvd-Ba,Ba[V4+4P2O12(OH)4]·12H2O,Rn,,,,,,3,,new symbol,,,,
Phosphovanadylite-Ca,Pvd-Ca,Ca[V4+4P2O12(OH)4]·12H2O,A,,,,,,3,,new symbol,,,,
Phosphowalpurgite,Pwal,(UO2)Bi4O4(PO4)2·2H2O,A,,,,Pwg,,4,Wal = walpurgite,new symbol,,,,
Phosphuranylite,Puy,KCa(H3O)3(UO2)7(PO4)4O4·8H2O,G,,,,,,2,,new symbol,,,,
Phoxite,Phx,(NH4)2Mg2(C2O4)(PO3OH)2(H2O)4,A,,,,,,2,,new symbol,,,,
Phuralumite,Pha,Al2[(UO2)3(PO4)2O(OH)](OH)3(H2O)9,A,,,,,,2,,new symbol,,,,
Phurcalite,Phu,Ca2(UO2)3O2(PO4)2·7H2O,A,,,,,,1,,new symbol,,,,
Phylloretine,Pre,C18H18,Q,,,,,,2,,new symbol,,,,
Phyllotungstite,Ptgs,HCaFe3+3(WO4)6·10H2O,A,,,,,,4,Tgs = tungstite,new symbol,,,,
Picaite,Pic,NaCa[AsO3OH][AsO2(OH)2],A,,,,,,1,,new symbol,,,,
Piccoliite,Pcc,NaCaMn3+2(AsO4)2O(OH),A,,,,,,2,,new symbol,,,,
Pickeringite,Pkg,MgAl2(SO4)4·22H2O,G,,,,,,3,,new symbol,,,,
Picotpaulite,Pcp,TlFe2S3,A,,,,,,3,,new symbol,,,,
Picromerite,Pmr,K2Mg(SO4)2·6H2O,A,,,,,,3,,new symbol,,,,
Picropharmacolite,Ppm,Ca4Mg(AsO3OH)2(AsO4)2·11H2O,G,,,,,,3,Not related to pharmacolite,new symbol,,,,
Pieczkaite,Pzk,Mn5(PO4)3Cl,A,,,,,,2,,new symbol,,,,
Piemontite,Pmt,Ca2(Al2Mn3+)[Si2O7][SiO4]O(OH),A,,,Pmt,Pie,,3,, adopted symbol,,,,
Piemontite-(Pb),Pmt-Pb,CaPb(Al2Mn3+)[Si2O7][SiO4]O(OH),A,,,Pmt,Pie,,3,, adopted symbol,,,,
Piemontite-(Sr),Pmt-Sr,CaSr(Al2Mn3+)[Si2O7][SiO4]O(OH),Rn,,,Pmt,Pie,,3,, adopted symbol,,,,
Piergorite-(Ce),Pgo-Ce,Ca8Ce2AlLiSi6B8O36(OH)2,A,,,,,,2,,new symbol,,,,
Pierrotite,Pie,"Tl2(Sb,As)10S16",A,,,,,,1,,new symbol,,,,
Pigeonite,Pgt,"(Mg,Fe,Ca)2Si2O6",A,Pgt,Pgt,Pgt,Pgt,,2,, adopted symbol,,,,
Pigotite,Pig,Al4C6H5O10·13H2O (?),Q,,,,,,1,,new symbol,,,,
Pilawite-(Y),Plw-Y,Ca2Y2Al4(SiO4)4O2(OH)2,A,,,,,,3,,new symbol,,,,
Pillaite,Pil,Pb9Sb10S23ClO0.5,A,,,,,,1,,new symbol,,,,
Pilsenite,Pse,Bi4Te3,Rd,,,,,,2,,new symbol,,,,
Pinakiolite,Pki,"(Mg,Mn)2(Mn3+,Sb5+)O2(BO3)",G,,,,,,2,,new symbol,,,,
Pinalite,Pnl,Pb3(WO4)OCl2,A,,,,,,3,,new symbol,,,,
Pinchite,Pin,Hg5O4Cl2,A,,,,,,1,,new symbol,,,,
Pingguite,Png,Bi6Te6+2O15,A,,,,,,2,,new symbol,,,,
Pinnoite,Pno,MgB2O(OH)6,G,,,,,,2,,new symbol,,,,
Pintadoite,Ptd,Ca2V5+2O7·9H2O,Q,,,,,,2,,new symbol,,,,
Piretite,Pir,Ca(UO2)3(Se4+O3)2(OH)4·4H2O,A,,,,,,1,,new symbol,,,,
Pirquitasite,Pi,Ag2ZnSnS4,A,,,,Pi,,1,, adopted symbol,,,,
Pirssonite,Pss,Na2Ca(CO3)2·2H2O,A,,,,,,2,,new symbol,,,,
Písekite-(Y),Pís-Y,"(Y,As,Ca,Fe,U)(Nb,Ti,Ta)O4",Q,,,,,,1,,new symbol,,,,
Pitiglianoite,Pgl,K2Na6(Si6Al6)O24(SO4)·2H2O,A,,,,,,2,,new symbol,,,,
Pitticite,Ptc,"[Fe,AsO4,SO4,H2O] (?)",Q,,,,,,3,,new symbol,,,,
Pittongite,Pit,"(Na,H2O)0.7(W,Fe3+)(O,OH)3",A,,,,,,1,,new symbol,,,,
Piypite,Piy,"K4Cu4O2(SO4)4·(Na,Cu)Cl",A,,,,,,1,,new symbol,,,,
Pizgrischite,Piz,"(Cu,Fe)Cu14PbBi17S34",A,,,,,,1,,new symbol,,,,
Plagioclase,Pl,Na(AlSi3O8) to Ca(Al2Si2O8),GROUP,Pl,Pl,Pl,Pl,Pl,1,, adopted symbol,,,,
Plagionite,Pgi,Pb5Sb8S17,G,,,,,,2,,new symbol,,,,
Plancheite,Pch,Cu8(Si4O11)2(OH)4·H2O,Rd,,,,,,2,,new symbol,,,,
Planerite,Pnr,Al6(PO4)2(PO3OH)2(OH)8·4H2O,Rd,,,,,,3,,new symbol,,,,
Plášilite,Pšl,Na(UO2)(SO4)(OH)·2H2O,A,,,,,,3,,new symbol,,,,
Platarsite,Plt,PtAsS,A,,,,Plt,,2,, adopted symbol,,,,
Platinum,Pt,Pt,G,,,,Pt,,3,Element: Pt = platinium, adopted symbol,,,,
Plattnerite,Ptn,PbO2,G,,,,,,2,,new symbol,,,,
Plavnoite ,Pvn,K0.8Mn0.6[(UO2)2O2(SO4)]·3.5H2O,A,,,,,,2,,new symbol,,,,
Playfairite,Pyf,"Pb16(Sb,As)19S44Cl",A,,,,,,2,,new symbol,,,,
Plimerite,Pme,Zn2Fe3+3(PO4)3(OH)4(H2O),A,,,,,,2,,new symbol,,,,
Pliniusite,Pli,Ca5(VO4)3F,A,,,,,,2,,new symbol,,,,
Plombièrite,Plm,Ca4Si6O16(OH)2(H2O)2·(Ca·5H2O),Rd,,,,,Plm,2,, adopted symbol,,,,
Plumboagardite,Pagr,"(Pb,REE,Ca)Cu6(AsO4)3(OH)6·3H2O",A,,,,,,4,Agr = agardite,new symbol,,,,
Plumboferrite,Pfr,Pb[Fe3+10.67Mn2+0.33Pb]O18.33,Rd,,,,,,3,,new symbol,,,,
Plumbogummite,Pbg,PbAl3(PO4)(PO3OH)(OH)6,Rd,,,,,,3,,new symbol,,,,
Plumbojarosite,Pjrs,Pb0.5Fe3+3(SO4)2(OH)6,Rd,,,,Pjr,,4,Jrs = jarosite,new symbol,,,,
Plumbonacrite,Pncr,Pb5(CO3)3O(OH)2,Rd,,,,,,4,Ncr = nacrite,new symbol,,,,
Plumbopalladinite,Ppdn,Pd3Pb2,A,,,,,,4,Pdn= palladinite,new symbol,,,,
Plumboperloffite,Pplf,PbMn2+2Fe3+2(PO4)3(OH)3,A,,,,,,4,Plf = perloffite,new symbol,,,,
Plumbopharmacosiderite ,Ppsd,Pb0.5Fe3+4(AsO4)3(OH)4·5H2O,A,,,,,,4,Sd = siderite,new symbol,,,,
Plumbophyllite,Pbp,Pb2Si4O10·H2O,A,,,,,,3,,new symbol,,,,
Plumboselite,Pbs,Pb3O2(SeO3),A,,,,,,3,,new symbol,,,,
Plumbotellurite,Pbtlr,Pb(Te4+O3),A,,,,,,4,Tlr = tellurite,new symbol,,,,
Plumbotsumite,Ptm,Pb5Si4O8(OH)10,A,,,,,,3,,new symbol,,,,
Plumosite,Plu,Pb2Sb2S5,Q,,,,,,1,,new symbol,,,,
Podlesnoite,Pod,Ca2Ba(CO3)2F2,A,,,,,,1,,new symbol,,,,
Poirierite ,Poi,Mg2SiO4,A,,,,,,1,,new symbol,,,,
Poitevinite,Pvi,Cu(SO4)·H2O,A,,,,,,2,,new symbol,,,,
Pokhodyashinite,Pok,Cu2Tl3Sb5As2S13,A,,,,,,1,,new symbol,,,,
Pokrovskite,Pkr,Mg2(CO3)(OH)2,A,,,,,,2,,new symbol,,,,
Polarite,Plr,"Pd(Bi,Pb)",A,,,,,,3,,new symbol,,,,
Poldervaartite,Pdv,"Ca(Ca,Mn)(SiO3OH)(OH)",A,,,,,,3,,new symbol,,,,
Polekhovskyite,Pkh,MoNiP2,A,,,,,,2,,new symbol,,,,
Polezhaevaite-(Ce),Pzv-Ce,NaSrCeF6,A,,,,,,3,,new symbol,,,,
Polhemusite,Phe,"(Zn,Hg)S",A,,,,,,2,,new symbol,,,,
Polkanovite,Pkv,Rh12As7,A,,,,Plk,,2,,new symbol,,,,
Polkovicite,Pk,"(Fe,Pb)3(Ge,Fe)1-xS4",A,,,,,,3,,new symbol,,,,
Polloneite,Plo,AgPb46As26Sb23S120,A,,,,,,2,,new symbol,,,,
Pollucite,Pol,Cs(Si2Al)O6·nH2O,A,,,,Pol,,1,, adopted symbol,,,,
Polyakovite-(Ce),Pak-Ce,"(Ce,Ca)4MgCr2(Ti,Nb)2Si4O22",A,,,,,,2,,new symbol,,,,
Polyarsite ,Par,Na7CaMgCu2(AsO4)4F2Cl,A,,,,,,2,,new symbol,,,,
Polybasite,Plb,"[Ag9CuS4][(Ag,Cu)6(Sb,As)2S7] ",Rd,,,,Plb,,3,, adopted symbol,,,,
Polycrase-(Y),Plc-Y,"Y(Ti,Nb)2(O,OH)6",Rn,,,,Plc,,3,, adopted symbol,,,,
Polydymite,Pld,Ni2+Ni3+2S4,G,,,,Pld,,3,, adopted symbol,,,,
Polyhalite,Plhl,K2Ca2Mg(SO4)4·2H2O,G,,,,,,4,Hl = halite,new symbol,,,,
Polylithionite,Pln,KLi2AlSi4O10F2,A,,,,Pln,Pln,3,, adopted symbol,,,,
Polyphite,Ppt,Na6(Na4Ca2)2Na2Ti2Na2Ti2(Si2O7)2(PO4)6O4F4,Rd,,,,,,2,,new symbol,,,,
Ponomarevite,Pon,K4Cu4OCl10,A,,,,,,1,,new symbol,,,,
Popovite,Ppv,Cu5O2(AsO4)2,A,,,,,,3,,new symbol,,,,
Poppiite,Pop,"Ca2V3+V3+2(Si2O7)(SiO4)(OH,O)2·H2O",A,,,,,,1,,new symbol,,,,
Popugaevaite,Pgv,Ca3[B5O6(OH)6]FCl2ԫ8H2O,A,,,,,,3,,new symbol,,,,
Portlandite,Por,Ca(OH)2,G,,,,,,1,,new symbol,,,,
Pošepnýite,Pšý,(Cu+3܆3)Σ6(Hg2+4Cu+2)Σ6Sb4(Se12.5܆0.5)Σ13,A,,,,,,3,,new symbol,,,,
Posnjakite,Pnk,Cu4(SO4)(OH)6·H2O,A,,,,,,3,,new symbol,,,,
Postite,Pos,Mg(H2O)6Al2(OH)2(H2O)8(V10O28)·13H2O,A,,,,,,1,,new symbol,,,,
Potarite,Ptr,PdHg,G,,,,,,3,,new symbol,,,,
Potassic-arfvedsonite,Parf,KNa2(Fe2+4Fe3+)Si8O22(OH)2,Rd,,,,,,4,Arf = arfvedsonite,new symbol,,,,
Potassiccarpholite,Pcar,"K(Mn2+,Li)2Al4Si4O12(OH,F)8",A,,,,,,4,Car = carpholite,new symbol,,,,
Potassic-chloro-hastingsite,Pchst,KCa2(Fe2+4Fe3+)(Si6Al2)O22Cl2,Rd,,,,,,4,Hst = hastingsite,new symbol,,,,
Potassic-chloro-pargasite,Pcprg,KCa2(Mg4Al)(Si6Al2)O22Cl2,Rd,,,,,,4,Prg = pargasite,new symbol,,,,
Potassic-ferri-leakeite,Pflk,KNa2(Mg2Fe3+2Li)Si8O22(OH)2,Rd,,,,,,3, ,new symbol,,,,
Potassic-ferro-ferri-sadanagaite,Pffsdg,KCa2(Fe2+3Fe3+2)(Si5Al3)O22(OH)2,Rd,,,,,,4,Sdg = sadanagaite,new symbol,,,,
Potassic-ferro-ferri-taramite,Pfftrm,K(NaCa)(Fe2+3Fe3+2)(Si6Al2)O22(OH)2,Rd,,,,,,4,Trm = taramite,new symbol,,,,
Potassic-ferro-pargasite,Pfprg,KCa2(Fe2+4Al)(Si6Al2)O22(OH)2,Rd,,,,,,4,Prg = pargasite,new symbol,,,,
Potassic-ferro-sadanagaite,Pfsdg,KCa2(Fe2+3Al2)(Si5Al3)O22(OH)2,Rd,,,,,,4,Sdg = sadanagaite,new symbol,,,,
Potassic-ferro-taramite,Pftrm,K(NaCa)(Fe2+3Al2)(Si6Al2)O22(OH)2,Rd,,,,,,4,Trm = taramite,new symbol,,,,
Potassic-fluoro-hastingsite,Pfhst,KCa2(Fe2+4Fe3+)(Si6Al2)O22F2,Rd,,,,,,4,Hst = hastingsite,new symbol,,,,
Potassic-fluoro-pargasite,Pflprg,KCa2(Mg4Al)Si6Al2O22F2,Rd,,,,,,4,Prg = pargasite,new symbol,,,,
Potassic-fluoro-richterite,Pfrct,K(NaCa)Mg5Si8O22F2,Rd,,,,,,4,Rct = richterite,new symbol,,,,
Potassic-hastingsite ,Phst,KCa2(Fe2+4Fe3+)(Si6Al2)O22(OH)2,A,,,,,,4,Hst = hastingsite,new symbol,,,,
Potassic-jeanlouisite ,Pjl,K(NaCa)(Mg4Ti)Si8O22O2,A,,,,,,3,,new symbol,,,,
Potassic-magnesio-arfvedsonite,Pmarf,KNa2(Mg4Fe3+)Si8O22(OH)2,A,,,,,,4,Arf = arfvedsonite,new symbol,,,,
Potassic-magnesio-fluoro-arfvedsonite,Pmfarf,KNa2(Mg4Fe3+)Si8O22F2,Rd,,,,,,4,Arf = arfvedsonite,new symbol,,,,
Potassic-magnesio-hastingsite,Pmhst,KCa2(Mg4Fe3+)(Si6Al2)O22(OH)2,Rd,,,,,,4,Hst = hastingsite,new symbol,,,,
Potassic-mangani-leakeite,Pmlk,KNa2(Mg2Mn3+2Li)Si8O22(OH)2,Rd,,,,,,3,,new symbol,,,,
Potassic-pargasite,Pprg,KCa2(Mg4Al)(Si6Al2)O22(OH)2,Rd,,,,,,4,Prg = pargasite,new symbol,,,,
Potassic-richterite ,Prct,K(NaCa)Mg5Si8O22(OH)2,A,,,,,,4,Rct = richterite,new symbol,,,,
Potassic-sadanagaite,Psdg,KCa2(Mg3Al2)(Si5Al3)O22(OH)2,Rd,, , ,,,4,Sdg = sadanagaite,new symbol,,,,
Pottsite,Pot,(Pb3Bi)Bi(VO4)4·H2O,A,,,,,,1,,new symbol,,,,
Poubaite,Pub,"PbBi2(Se,Te,S)4",A,,,,,,2,,new symbol,,,,
Poudretteite,Pou,KNa2(B3Si12)O30,A,,,,Pou,,1,, adopted symbol,,,,
Poughite,Pgh,Fe3+2(Te4+O3)2(SO4)·3H2O,A,,,,,,2,,new symbol,,,,
Povondraite,Pov,NaFe3+3(Fe3+4Mg2)(Si6O18)(BO3)3(OH)3O,Rn,,,,Pov,,1,, adopted symbol,,,,
Powellite,Pwl,Ca(MoO4),G,,,,,,3,, adopted symbol,,,,
Poyarkovite,Poy,Hg3OCl,A,,,,,,1,,new symbol,,,,
Prachařite ,Pcř,CaSb5+2(As3+2O5)2O2·10H2O,A,,,,,,3,,new symbol,,,,
Pradetite,Pde,CoCu4(AsO4)2(AsO3OH)2·9H2O,Rd,,,,,,2,,new symbol,,,,
Prehnite,Prh,Ca2Al(Si3Al)O10(OH)2,G,Prh,Prh,Prh,Prh,,2,, adopted symbol,,,,
Preisingerite,Psg,Bi3O(AsO4)2(OH),A,,,,,,3,,new symbol,,,,
Preiswerkite,Pwk,NaAlMg2(Si2Al2)O10(OH)2,A,,,,,Pwk,3,, adopted symbol,,,,
Preobrazhenskite,Pbz,Mg3B11O15(OH)9,G,,,,,,3,,new symbol,,,,
Pretulite,Ptu,Sc(PO4),A,,,,Ptl,,2,,new symbol,,,,
Prewittite,Pwt,KPb1.5ZnCu6O2(SeO3)2Cl10,A,,,,,,3,,new symbol,,,,
Příbramite,Pbm,CuSbSe2,A,,,,,,3,,new symbol,,,,
Priceite,Pce,Ca2B5O7(OH)5·H2O,G,,,,,,2,,new symbol,,,,
Priderite,Pdr,K(Ti7Fe3+)O16,G,,,,,Pdr,3,, adopted symbol,,,,
Princivalleite,Pva,Na(Mn2Al)Al6(Si6O18)(BO3)3(OH)3O,A,,,,,,2,,new symbol,,,,
Pringleite,Pri,Ca9B26O34(OH)24Cl4·13H2O,A,,,,,,1,,new symbol,,,,
Priscillagrewite-(Y) ,Pgr-Y,YCa2Zr2Al3O12,A,,,,,,2,,new symbol,,,,
Prismatine,Prm,"(Mg,Al,Fe)6Al4(Si,Al)4(B,Si,Al)(O,OH,F)22",Rd,,,Prm,Prm,,2,, adopted symbol,,,,
Probertite,Pbr,NaCaB5O7(OH)4·3H2O,G,,,,,,1,,new symbol,,,,
Proshchenkoite-(Y),Pck-Y,"(Y,REE,Ca,Na,Mn)15Fe2+Ca(P,Si)Si6B3(O,F)48",A,,,,,,3,,new symbol,,,,
Prosopite,Psp,CaAl2F4(OH)4,G,,,,,,3,,new symbol,,,,
Prosperite,Ppe,Ca2Zn4(AsO4)4·H2O,A,,,,,,1,,new symbol,,,,
Protasite,Ps,Ba(UO2)3O3(OH)2·3H2O,A,,,,,,3,,new symbol,,,,
Proto-anthophyllite,Path,܆Mg2Mg5Si8O22(OH)2,Rd,,,,,,4,Ath = anthophyllite,new symbol,,,,
Protocaseyite,Pcy,Al4(OH)6(H2O)12][V10O28]·8H2O,A,,,,,,3,,new symbol,,,,
Protochabournéite,Pchb,"Tl2Pb(Sb,As)10S17",A,,,,,,4,Chb = chabournéite,new symbol,,,,
Protoenstatite,Pten,Mg2Si2O6,A, ,,,,,4,En = enstatite,new symbol,,,,
Proto-ferro-anthophyllite,Pfath,܆Fe2+2Fe2+5Si8O22(OH)2,Rd,,,,,,4,Ath = anthophyllite,new symbol,,,,
Proto-ferro-suenoite,Pfsue,܆Mn2+2Fe2+5Si8O22(OH)2,Rd,,,,,,4,Sue = suenoite,new symbol,,,,
Proudite,Pdi,"Cu2Pb16Bi20(S,Se)47",A,,,,,,2,,new symbol,,,,
Proustite,Prs,Ag3AsS3,G,,,,Prs,,2,, adopted symbol,,,,
Proxidecagonite ,Pdec,Al34Ni9Fe2,A,,,,,,4,Dec = decagonite ,new symbol,,,,
Przhevalskite,Prz,Pb(UO2)2(PO4)2·4H2O,Q,,,,,,1,,new symbol,,,,
Pseudoboleite,Pbol,Pb31Cu24Cl62(OH)48,Rn,,,,,,4,Bol = boleite,new symbol,,,,
Pseudobrookite,Pbrk,(Fe3+2Ti)O5,Rd,,,Psb,,,4,Brk = brookite,new symbol,,,,
Pseudocotunnite,Pcot,K2PbCl4 (?),Q,,,,,,4,Cot = cotunnite,new symbol,,,,
Pseudograndreefite,Pgrf,Pb6(SO4)F10,A,,,,,,4,Grf = grandreefite,new symbol,,,,
Pseudojohannite,Pjh,Cu3(OH)2[(UO2)4O4(SO4)2]·12H2O,A,,,,,,4,Jh = johannite,new symbol,,,,
Pseudolaueite,Plae,Mn2+Fe3+2(PO4)2(OH)2·8H2O,G,,,,,,4,Lae = laueite,new symbol,,,,
Pseudolyonsite,Plyo,Cu3(VO4)2,A,,,,,,4,Lyo = lyonsite,new symbol,,,,
Pseudomalachite,Pmlc,Cu5(PO4)2(OH)4,G,,,,Psm,,4,Mlc = malachite,new symbol,,,,
Pseudomarkeyite,Pmk,Ca8(UO2)4(CO3)12(H2O)18·3H2O,A,,,,,,3,,new symbol,,,,
Pseudomeisserite-(NH4) ,Pmss-NH4,(NH4)2Na4[(UO2)2(SO4)5]·4H2O,A,,,,,,4,Mss = meisserite,new symbol,,,,
Pseudorutile,Pdrt,Fe3+2Ti4+3O9,Rd,,,,,,4,Rt = rutile,new symbol,,,,
Pseudosinhalite,Pshl,Mg2Al3B2O9(OH),A,,,,Pss,,4,Shl = sinhalite,new symbol,,,,
Pseudowollastonite,Pwo,CaSiO3,A,,,,,,4,Wo = wollastonite,new symbol,,,,
Pucherite,Puc,Bi(VO4),G,,,,,,1,,new symbol,,,,
Pumpellyite-(Al),Pmp-Al,"Ca2Al3(Si2O7)(SiO4)(OH,O)2·H2O",A,Pmp,Pmp,Pmp,Pmp,,2,, adopted symbol,,,,
Pumpellyite-(Fe2+),Pmp-Fe2+,"Ca2Fe2+Al2(Si2O7)(SiO4)(OH,O)2·H2O",Rn,Pmp,Pmp,Pmp,Pmp,,2,, adopted symbol,,,,
Pumpellyite-(Fe3+),Pmp-Fe3+,"Ca2Fe3+Al2(Si2O7)(SiO4)(OH,O)2·H2O",Rn,Pmp,Pmp,Pmp,Pmp,,2,, adopted symbol,,,,
Pumpellyite-(Mg),Pmp-Mg,Ca2MgAl2(Si2O7)(SiO4)(OH)2·H2O,Rn,Pmp,Pmp,Pmp,Pmp,,2,, adopted symbol,,,,
Pumpellyite-(Mn2+),Pmp-Mn2+,Ca2Mn2+Al2(Si2O7)(SiO4)(OH)2·H2O,Rn,Pmp,Pmp,Pmp,Pmp,,2,, adopted symbol,,,,
Puninite,Pun,Na2Cu3O(SO4)3,A,,,,,,1,,new symbol,,,,
Punkaruaivite,Pka,Li{Ti2(OH)2[Si4O11(OH)]}·H2O,A,,,,,,2,,new symbol,,,,
Purpurite,Pur,Mn3+(PO4),G,,,,,,1,,new symbol,,,,
Pushcharovskite,Pus,K0.6Cu18[AsO2(OH)2]4[AsO3OH]10(AsO4)(OH)9.6  ·18.6H2O,A,,,,,,1,,new symbol,,,,
Putnisite,Pni,SrCa4Cr3+8(CO3)8(SO4)(OH)16·25H2O,A,,,,,,2,,new symbol,,,,
Putoranite,Put,Cu1.1Fe1.2S2,A,,,,Put,,1,, adopted symbol,,,,
Puttapaite,Ptp,Pb2Mn2+2ZnCr3+4O2(AsO4)4(OH)6·12H2O,A,,,,,,3,,new symbol,,,,
Putzite,Pzi,"(Cu,Ag)8GeS6",A,,,,,,2,,new symbol,,,,
Pyatenkoite-(Y),Pyt-Y,Na5YTiSi6O18·6H2O,A,,,,,,2,,new symbol,,,,
Pyracmonite,Pyr,(NH4)3Fe(SO4)3,A,,,,,,1,,new symbol,,,,
Pyradoketosite,Pdk,Ag3SbS3,A,,,,,,3,,new symbol,,,,
Pyrargyrite,Pyg,Ag3SbS3,G,,,,Pyg,,2,, adopted symbol,,,,
Pyrite,Py,FeS2,G,Py,Py,Py,Py,Py,1,, adopted symbol,,,,
Pyroaurite,Pya,Mg6Fe3+2(CO3)(OH)16·4H2O,Rd,,,,Pya,Pya,2,, adopted symbol,,,,
Pyrobelonite,Pbl,PbMn2+VO4(OH),G,,,,,,3,,new symbol,,,,
Pyrochlore,Pcl,"A2Nb2(O,OH)6Z A is Na, Ca, Sn2+, Sr, Pb2+, Sb3+, Y, U4+, H2O or ◻. Z is OH, F, O, H2O or ◻",GROUP,,Pcl,Pcl,Pcl,,2,, adopted symbol,,,,
Pyrochroite,Pyc,Mn2+(OH)2,G,,,,Pyc,Pyc,2,, adopted symbol,,,,
Pyrolusite,Pyl,MnO2,A,,,,Pyl,Pyl,2,, adopted symbol,,,,
Pyromorphite,Pym,Pb5(PO4)3Cl,G,,,,,,2,,new symbol,,,,
Pyrope,Prp,Mg3Al2(SiO4)3,G,Prp,Prp,Prp,Prp,,3,, adopted symbol,,,,
Pyrophanite,Pph,Mn2+TiO3,G,,,Pph,Pyf,,2,, adopted symbol,,,,
Pyrophyllite,Prl,Al2Si4O10(OH)2,G,Prl,Prl,Prl,Prl,Prl,3,, adopted symbol,,,,
Pyrosmalite-(Fe),Pys-Fe,Fe2+8Si6O15(OH)10,Rn,,,,,Pys,2,, adopted symbol,,,,
Pyrosmalite-(Mn),Pys-Mn,"Mn2+8Si6O15(OH,Cl)10",Rn,,,,,Pys,2,, adopted symbol,,,,
Pyrostilpnite,Psti,Ag3SbS3,G,,,,,,2,,new symbol,,,,
Pyroxene,Px,General formula ABSi2O6 see https://www.mindat.org/min-9767.html,GROUP,,Px,,,,1,, adopted symbol,,,,
Pyroxferroite,Pxf,Fe2+SiO3,A,,,Pxf,,,2,, adopted symbol,,,,
Pyroxmangite,Pxm,Mn2+SiO3,G,,,Pxm,Pxm,,2,, adopted symbol,,,,
Pyrrhotite,Pyh,Fe7S8,G,Po,Po,Po,Po,Pyh,2,Po =  polonium, adopted symbol,,,,
Qandilite,Qnd,"(Mg,Fe3+)2(Ti,Fe3+,Al)O4",A,,,Qnd,Qd,,2,, adopted symbol,,,,
Qaqarssukite-(Ce),Qq-Ce,BaCe(CO3)2F,A,,,,,,3,,new symbol,,,,
Qatranaite ,Qat,CaZn2(OH)6(H2O)2,A,,,,,,1,,new symbol,,,,
Qilianshanite,Qil,NaH4(CO3)(BO3)·2H2O,A,,,,,,1,,new symbol,,,,
Qingheiite,Qin,Na2MnMgAl(PO4)3,A,,,,,,1,,new symbol,,,,
Qingheiite-(Fe2+),Qin-Fe2+,Na2Fe2+MgAl(PO4)3,A,,,,,,1,,new symbol,,,,
Qingsongite,Qsg,BN,A,,,,,,3,,new symbol,,,,
Qitianlingite,Qit,Fe2+2Nb2W6+O10,A,,,,,,1,,new symbol,,,,
Quadratite,Qd,AgCdAsS3,A,,,,,,2,,new symbol,,,,
Quadridavyne,Qdv,"[(Na,K)6Cl2][Ca2Cl2][(Si6Al6O24)]",A,,,,,,3,,new symbol,,,,
Quadruphite,Qua,Na6Na2(CaNa)2Na2Ti2Na2Ti2(Si2O7)2(PO4)4O4F2,Rd,,,,,,1,,new symbol,,,,
Quartz,Qz,SiO2,A,Qtz,Qtz,Qz,Qtz,Qz,2,, adopted symbol,,,,
Queitite,Que,Zn2Pb4(Si2O7)(SiO4)(SO4),A,,,,,,1,,new symbol,,,,
Quenselite,Qns,PbMn3+O2(OH),G,,,,,,2,,new symbol,,,,
Quenstedtite,Qst,Fe3+2(SO4)3·11H2O,G,,,,,,2,,new symbol,,,,
Quetzalcoatlite,Qzl,"Cu2+3Zn6Te6+2O12(OH)6·(Ag,Pb,܆)Cl",A,,,,,,2,,new symbol,,,,
Quijarroite ,Qui,Cu6HgPb2Bi4Se12,A,,,,,,1,,new symbol,,,,
Quintinite,Qtn,Mg4Al2(OH)12(CO3)·3H2O,A,,,,,,3,,new symbol,,,,
Qusongite,Qus,WC,A,,,,,,1,,new symbol,,,,
Raadeite,Raa,Mg7(PO4)2(OH)8,A,,,,,,1,,new symbol,,,,
Rabbittite,Rab,Ca3Mg3(UO2)2(CO3)6(OH)4·18H2O,G,,,,,,1,,new symbol,,,,
Rabejacite,Rbj,Ca2[(UO2)4O4(SO4)2](H2O)8,A,,,,,,3,,new symbol,,,,
Raberite,Rbr,Tl5Ag4As6SbS15,A,,,,,,3,,new symbol,,,,
Radekškodaite,Ršk,(CaLa5)(Al4Fe2+)[Si2O7][SiO4]5O(OH)3,A,,,,,,2,,new symbol,,,,
Radekškodaite-(Ce) ,Ršk-Ce,(CaCe5)(Al4Fe2+)[Si2O7][SiO4]5O(OH)3 ,A,,,,,,2,,new symbol,,,,
Radhakrishnaite,Rhk,"PbTe3(Cl,S)2",A,,,,,,3,,new symbol,,,,
Radovanite,Rdv,Cu2Fe3+[As5+O4][As3+O2(OH)]2·H2O,A,,,,,,3,,new symbol,,,,
Radtkeite,Rdk,Hg3S2ClI,A,,,,Rdk,,2,, adopted symbol,,,,
Raguinite,Rgu,TlFeS2,A,,,,,,2,,new symbol,,,,
Raisaite,Rsa,CuMg[Te6+O4(OH)2]∙6H2O,A,,,,,,2,,new symbol,,,,
